GivenName,Surname,NationalID,MemberType (1-4),TelephoneNumber,AddressID
Margaret,Webb,557780603,2,4087719369,1335
Anthony,Starnes,270680462,3,3307997815,3593
Philip,Campbell,154540837,2,7328501160,4288
Timothy,Ledesma,379923059,4,7349157236,2928
Renaldo,Schultz,258428292,2,2292194783,3723
Roger,White,566336352,2,9492245149,1247
David,Helms,440465293,4,4053768048,2432
Olin,Green,314547161,2,2604355458,3326
Sandra,Hodnett,406807470,3,6068243129,2691
Alexander,Holte,55600790,2,6464696475,4707
Marie,Peters,697034178,3,2766993619,182
Eric,Collier,288606705,3,7403142353,3493
John,Gagne,333164057,4,6305878328,3212
Elizabeth,Diaz,540580652,2,5037949102,1504
Mark,Willingham,407143004,2,6064972079,2687
Duane,Robinson,500039389,3,6366779815,1905
Roger,Craven,517116310,2,4068286029,1763
Paul,Osburn,473281602,3,6512600074,2118
Jane,Blackwell,187764014,3,5702132949,4141
Clay,Silverman,141425015,4,6097044354,4365
Nicholas,Murphy,54125179,4,2127521741,4710
Ryan,Oakes,667207706,4,6787812780,427
Dave,Rodriguz,465560570,3,8066861648,2203
Caroyln,Donahue,424146675,4,3342976933,2557
Elizabeth,Rock,559709537,4,6507133800,1317
Mellissa,Williams,157240224,3,9083301599,4272
Agnes,Green,312202840,2,5743125629,3349
Tanya,McCardle,662091592,4,3182190637,449
Elizabeth,Willis,474170944,4,7632740879,2105
Jane,Young,431625603,4,5012325649,2476
Frank,Jacob,63904640,2,9176363092,4678
Anne,German,427196290,3,6018824732,2520
William,Minton,564957313,4,2096813656,1257
Julio,Jackson,233332977,2,3048397695,3868
Lonnie,Vick,631767758,4,5126100563,714
Victor,Davis,455134029,3,4698269079,2311
Ana,Charles,354560805,4,3123479733,3100
Iris,Young,480209300,4,7123884825,2050
Lee,Bautista,370749389,4,9063829516,2989
Leon,Arbuckle,378320832,2,8103953343,2942
Chris,Robles,456693837,2,9722320884,2289
Denise,Frazier,445884228,3,4052844841,2400
Chara,Bushnell,620666250,2,9253522938,814
Antonio,McLean,222480656,3,3023692970,3929
Rebecca,Lawler,201039473,4,4848066699,4098
Joshua,Penick,245664935,4,8285320060,3801
Jared,McDonald,559531693,4,5302942121,1318
Gary,Jordan,530732825,3,7029499032,1624
Isabel,Wilson,115422300,4,6314624673,4481
Raul,Farrington,511286516,4,7857211953,1806
Thomas,Thompson,471470362,3,2184762975,2142
Effie,Claus,516746968,3,4063557641,1767
Gerry,Snyder,179280093,2,7243491454,4170
Andrew,Grenz,101646950,3,3158743267,4542
Norma,Hamilton,655102347,3,8034845319,490
Christopher,Williams,416236349,3,2562299019,2636
Latrice,Fries,502264787,4,7018741524,1890
Calvin,Mounts,629427006,2,8065380315,743
Leslie,Ayala,154182204,2,9738599054,4293
Marvin,Billings,513193824,2,3169270458,1791
Howard,Schaefer,645826392,4,9038819286,567
Valerie,Campbell,685012508,2,9192062866,273
Henry,Brinkman,517307634,2,4064301757,1761
Emilio,Torres,688096428,3,2527955991,243
Mae,Sorenson,399041471,4,2626379110,2767
Mechelle,Johns,616727780,4,2133255549,864
Cathy,Erickson,640401684,4,7132152206,627
Linette,Leary,759015734,4,6157387449,134
Lillian,Amore,510561809,3,7853318777,1815
Shirley,Long,765481324,3,5208263226,84
Carlos,Talley,233567073,3,3048541310,3867
Mary,Marsh,648289413,4,5053957475,549
Roger,Henry,419788255,3,3342662683,2594
Paul,Homer,571561903,3,2134054176,1199
Heather,Smith,676057210,2,8707671455,352
Isaac,Pierre,769489614,2,9412284478,36
Irene,Nunez,578807654,2,2025357314,1138
Marline,Withers,608151705,3,9253440875,933
Herbert,Koontz,25563290,2,7815552032,4844
Florence,Mang,312506452,4,5742799889,3342
Sabrina,Eden,262199976,3,7272840176,3695
Daniel,Dixion,767035399,3,8502887156,68
Joe,Martin,478259907,4,6412518169,2066
Betty,McCoy,394289212,2,2629249888,2807
John,Govea,564192695,3,5304103174,1272
David,Jones,381680001,4,9899420977,2910
James,Leslie,620227825,4,8186920541,821
Mary,Farish,571255637,4,3108139038,1202
Nina,Jenkins,400191388,4,2703622850,2760
Emmett,Dunn,475962035,3,2183437460,2086
Nellie,Herring,365117705,3,6166108838,3034
Mildred,Peterson,619470497,2,2092711057,832
William,Brown,237938582,3,8283525924,3844
Maxine,Crawford,556322434,4,5307653830,1352
William,Kelly,578179972,2,2024319660,1143
Mandie,Henderson,527593079,2,6023568831,1670
Kara,Hinton,349862145,2,2172460439,3131
Donna,Fillmore,159104467,2,6107365316,4255
Wm,Martinez,117706633,4,9142240943,4469
Rafael,Wilson,187364740,3,5708623962,4143
Nancy,Burkhardt,646480104,4,4357767706,562
Anthony,Black,460606530,4,9365263029,2252
Jan,Maio,77039179,2,9147855328,4634
Richard,Nixon,402280790,4,5023904610,2742
Dustin,Lott,670077283,3,6787184026,402
Robert,Hufford,425933958,2,6623313099,2539
Janee,Fernandez,601440559,3,9286121284,996
Earl,Lee,668169740,4,6786518814,416
Wayne,Edler,685053391,4,9103935764,268
Alice,Herzog,345305635,3,3123452816,3149
Paul,Wilson,319602990,3,3096890590,3290
Vicki,Gelman,561252037,3,4154551137,1300
Retha,Crews,492720363,3,5732201258,1959
Wilhelmina,Ortega,256409649,2,4042990034,3738
Luciano,Guernsey,664058355,2,3372418932,440
Annette,Butler,530352559,3,7752138759,1634
Scott,Cook,103763942,2,8455426064,4532
Derrick,Castro,482219273,3,5154711989,2037
Donna,Grillo,510744618,3,3162659580,1813
Amy,Hall,125323432,2,5167559892,4446
Tera,Huseby,446960167,3,9185492996,2391
Michelle,Mitchell,221164703,2,3023241139,3940
Walter,Castillo,276020563,4,7408190838,3555
Cynthia,London,214279074,3,3018366247,4020
John,Smidt,370486991,2,2313562786,2992
Brandon,Cole,379047146,4,5174183043,2938
Angelina,Dilley,403229971,4,6065241729,2730
Ingrid,Conner,766307062,3,3054037341,77
Donald,Williams,158053342,2,9085181359,4263
Eugene,Gassaway,591424153,4,3525361323,1079
Cordell,Smith,167429282,2,7179213745,4216
Jeff,Neer,509226830,3,9132615832,1820
Mary,Caron,200527739,3,4847273146,4101
George,King,210385384,2,2153211192,4058
Jim,Johnson,594502103,3,3219462681,1041
Paul,George,571209242,2,7147394893,1203
Herschel,Richardson,415738219,3,6154006003,2639
Edward,Teeter,539174160,2,2063807508,1521
Aileen,Burrier,62901425,2,7164504364,4680
Tonia,Stevenson,474053694,4,6516436075,2107
Wanda,Caudillo,533307620,2,2535960847,1592
Vincent,McCollum,481408728,2,3192886987,2046
Susan,McPeek,302541365,3,4193901144,3415
Homer,Allen,325943813,2,3128296113,3255
Jackie,Petties,652364647,4,3039892352,512
Derrick,Lewis,499983213,2,4178634632,1906
Marie,Tuttle,339924299,4,7735888768,3173
William,Schwartz,539392155,3,2062608221,1517
Nina,Brinkman,642365668,4,2817698646,615
Dwayne,Campbell,119926249,4,7183124449,4460
Georgia,Gustin,427967339,3,6623992823,2513
Dane,Schafer,162702156,2,6106089124,4239
Arlene,Ambler,397984990,2,7157844487,2779
Charles,Kenney,571369531,2,7143710384,1200
Joanne,Doering,363130465,4,2695912427,3049
David,Pridemore,415720264,4,9313392946,2640
Lucia,Barlow,419539905,3,2565602014,2599
Roger,Cooper,456092805,3,2547345982,2297
Richard,Harris,594792885,4,3056419178,1037
Stanley,Ostrander,243304659,3,7049047334,3813
Andrea,Everts,119122252,2,3477456737,4463
William,Bennett,408535425,3,6157028073,2679
Maria,Cozad,22461807,4,5087095127,4858
Anna,Davis,446429808,3,9183456305,2395
James,Ward,663072292,4,3183455294,447
Charles,Briggs,207261634,2,8149306141,4075
Johnny,Dicarlo,201800494,3,5703977169,4095
Celsa,Bruns,413149097,4,7317274122,2654
Ernest,Humphreys,121011920,3,2128957315,4456
Bryan,Davis,323422207,3,8152521275,3265
Maria,Ferguson,611204381,3,6502901747,910
Alicia,Ferguson,163721008,2,4844295057,4233
Harriet,Neal,138326845,2,7324248860,4387
Patrick,Armstrong,35225861,4,4012828044,4796
Clara,Collins,343328294,4,3098679574,3161
Wallace,Grant,609131788,3,7607195753,926
Alfredo,Jones,288605517,4,3309174765,3494
Ronald,Brown,559379006,2,8054669590,1320
Barbara,Patterson,467375059,4,2546450401,2187
Kathryn,Shotwell,229048682,3,5409962674,3896
Christina,Rafferty,507483766,4,3087456551,1842
Eleanor,Nguyen,344982933,4,7087528459,3151
Paula,Ohara,768121572,4,3865759099,54
Rene,Ly,383824879,2,2483583283,2890
Thomas,Fletcher,761012251,3,8653747970,121
Sherrie,Large,215527240,4,2402214563,4000
Robert,Dean,696017677,3,7039252667,189
Kay,Grace,495628609,4,8164397083,1937
Alan,Valdes,369940831,2,2694230824,2997
Sarah,Jansen,422725917,3,2567756892,2568
Doris,Sawyer,446628165,3,4056232678,2393
Bridget,Dam,475410738,3,5076775960,2092
Dora,Rickard,571924157,3,3238177482,1195
Brenda,Brewster,620246295,2,3232769342,819
Gloria,French,623881164,2,8584572898,795
Christopher,Adkins,530796685,2,7753230336,1622
Stephanie,Washington,262294550,4,8506426940,3693
Shawn,George,380668186,4,9896198009,2919
Becky,Brown,643383778,3,2105672769,600
Francis,Ward,668142444,3,7702995762,417
Edward,Parham,362147059,4,5864651753,3059
Ralph,Jones,265899011,3,5616946117,3646
Brian,Thornton,251111543,4,8438897425,3767
Donna,Kell,648103945,3,5059258434,552
John,Ryan,494194643,3,6608274991,1948
Shawn,Hodge,234846515,4,3047644409,3862
Keith,Dales,455213897,2,9729950621,2309
Virginia,Kinney,158627917,4,7322949424,4256
Raymond,Scharff,631284099,3,4098994468,720
Dean,Villareal,305144169,2,3173995614,3402
Ferdinand,Williams,406434503,2,8595322880,2693
George,Shoemaker,493070598,2,8164677647,1957
Alicia,Harper,591644205,4,8137803296,1075
Beatrice,Battiste,663104937,4,3373235711,443
Oscar,Baldwin,289144569,4,2166224880,3489
Joseph,Wainscott,463786583,2,8324356855,2223
Felipe,McCann,295969651,4,4409466817,3460
Elaine,Lauer,590279010,2,3056713508,1095
Ethel,Cartwright,669209288,4,4045251638,408
Willard,Bridges,483102617,2,6416758819,2031
Hui,Gutierrez,404295329,4,6065472226,2714
Harold,Parkman,493583820,3,4175713942,1952
Nicki,Watson,627092896,2,8306769147,769
Gregory,Lee,181706358,3,2674853930,4158
John,Epp,376309911,4,7342697819,2955
Ramon,Hernandez,72661313,3,5165319789,4651
Peter,Boley,692037911,2,7575755042,218
Rachel,Silvia,432840425,3,8705121559,2469
Lucille,Hoggard,74685220,4,3156333392,4641
Eleanor,Arnett,273727727,3,5132295360,3569
Dolores,Frye,665106132,3,9854648463,435
Barbara,Duncan,6725467,3,2077845811,4960
Stephanie,Perez,589456922,4,5616940530,1108
Kenya,Leroy,315054744,2,3175255628,3321
Troy,Ramos,458591369,4,4093548286,2274
Betty,Hauser,307016381,2,2608495679,3391
James,Bynum,669099646,2,4788924799,413
Bertha,Odegaard,475254413,2,7632584707,2095
Mary,King,156408877,4,2013284511,4280
Christopher,Hamblin,402589208,2,6065228805,2738
Janice,Ammons,668248149,3,9123372488,415
Amanda,Rogers,534358541,3,2065168540,1579
Sarah,Rodriguez,437247715,3,3377015920,2450
John,Roberts,288461454,4,9372389353,3495
Mark,Baisden,355605698,4,3098815269,3094
Brian,Ruiz,683051888,2,7042048358,285
John,Puckett,448172669,2,4053522065,2379
Erick,Williams,379401180,3,5868615013,2932
Stephen,Ray,763019442,2,6153206782,108
David,Lyman,525108442,2,5052292282,1692
Nathaniel,Nguyen,482118331,2,3198513385,2039
Darla,Drysdale,158162249,3,7329927242,4260
Kaye,Monroe,555797090,2,6196912849,1361
Laura,Banks,175803792,4,2675491218,4185
Maria,Eddy,259791051,3,2296712711,3715
Mary,Hettinger,680680917,4,7759960571,306
William,Church,110248829,4,6319552057,4504
Christian,Clark,285043677,2,7405721493,3515
Anna,Jacobsen,545563433,4,3102951900,1450
Mose,Harris,209668882,2,5709339012,4060
Kenneth,Beckett,471629464,3,7637868799,2141
Kaley,Whittle,451829733,4,9405868335,2339
Sandra,Leverett,683075695,3,8284433477,282
Samantha,Jones,381504791,4,7345825622,2912
Thomas,McCabe,71360594,4,5169339441,4657
Arthur,Blackstock,531945523,2,2065237997,1608
David,Berkowitz,492146444,2,3142869248,1967
Jack,White,552053243,3,7604725113,1398
Gwendolyn,Hice,558175416,4,9162552017,1328
Dara,Peacock,9721380,4,8023848758,4929
Luther,Birch,635606760,4,8062530159,680
Mark,Diaz,770469864,2,2394659042,24
Betty,Trombley,628883700,2,8323760261,750
Donna,Murphy,530228929,4,7026588646,1636
Robert,Wall,770209261,3,5612790545,31
Junior,Persinger,552329906,2,8057662139,1394
Oswaldo,Farber,675107951,3,9129641275,363
Michael,Leatherman,579381808,2,2027733395,1133
David,Parker,268703374,2,4402727335,3610
Janet,Mullins,445447781,3,5806261469,2402
Bryan,Denault,404616109,2,6064050967,2708
Robert,Spencer,484357380,3,5154083445,2021
Johnnie,Macleod,553245506,4,2138170468,1384
Byron,Jett,617294475,3,3239994549,856
Stephen,Braun,770187438,3,4075642010,33
Gertrude,Pittman,29263756,3,9785300488,4828
Linda,Rizzo,684095230,2,9106471614,275
Juliette,Reynolds,274809057,2,2168310155,3566
Tanya,Stanton,228249231,3,5715940309,3902
Rudy,Gomez,103307804,2,3152454124,4535
Chad,Irving,298504550,2,4403911558,3436
Florence,Littlefield,427163559,4,6015244879,2521
Cynthia,Minor,47648434,4,8607685890,4736
Coy,Cowart,370234548,4,2318368554,2994
Edna,Leak,47143911,3,2037561231,4738
Stephen,Garrett,176681458,4,7243660774,4182
Rickie,Nottingham,255949619,4,6789870252,3742
Solange,Frankel,515480242,4,6206645127,1775
Martha,Allison,533022789,3,4258067733,1597
Parker,Winston,128305985,3,6078431450,4436
Lee,Munoz,106011793,4,6317556887,4523
Max,Nance,402454855,2,6062772169,2740
Brenda,Love,592948766,3,3527943054,1062
Tina,Chew,668124841,2,9125455621,418
Martha,Rollison,134769552,3,6317962760,4413
Patricia,Rogers,627742997,3,9724649349,763
Fannie,Sepulveda,543619726,4,5413203778,1466
Robin,Kalman,533865422,2,2069162614,1583
Rosemary,Goddard,413478248,2,9315516576,2653
Mary,Staten,1665535,3,6033535253,4996
Desiree,Davidson,534088747,3,5094296071,1581
Jesse,Bradley,667071975,2,7062634012,432
Jerry,Causey,116543539,3,5167485244,4473
Robert,Andres,441587282,4,4058948526,2424
Donald,Wilson,502684334,3,7012413415,1886
Loretta,Martinez,680078117,3,7758331664,323
Julius,Harris,141308500,4,9735138131,4366
Donald,Swopes,346642248,4,6187325327,3145
Jimmy,Jackson,619431455,2,8182199271,833
Scott,Anderson,695036299,4,7039137493,193
Julio,Soto,492600927,3,5733124891,1963
Linda,Carpio,457593914,4,8067981978,2281
Joe,Woods,264939056,2,2399949140,3658
Gina,Lee,500089365,4,8166002217,1904
Robert,Johnson,449794498,2,8176519523,2363
Juan,Cole,658037395,2,8647973437,471
Elizabeth,Dalessio,85441951,4,9147073832,4604
Lindsey,Ayala,255500840,2,7066906138,3744
Margarita,Johnson,156308834,3,8567725475,4281
Samantha,Her,627054753,3,2106274721,770
Patricia,Winkler,524532975,4,7199413361,1698
Marilyn,Garcia,244699087,4,7049182599,3805
Bonnie,Stapleton,189801960,2,5705546219,4134
Stanley,Silva,367237900,4,2487295756,3013
Nancy,Felix,660037717,3,3374485450,459
Anthony,Walters,766428844,2,4073803711,73
Elijah,Graham,251323483,2,8647100869,3766
Juan,Scarborough,291446213,2,4402395118,3476
Mae,Bradshaw,645079993,4,9037421436,577
Christine,Best,400517956,3,5024953424,2757
Matthew,Shisler,674012538,2,4044970260,375
Nancy,Sheehan,331728116,2,2175686939,3220
Ronald,Lilly,147463760,2,7326839530,4331
Kenneth,Tasker,631387348,2,4694848483,716
Ruth,Gray,552937915,2,7606543638,1387
Delores,Davis,291429620,2,4196271851,3477
Margaret,Greaney,142628382,3,6097989910,4356
Ralph,Steele,145158495,2,6094207939,4343
Michael,Wilhite,392860633,4,4148073738,2821
Brian,Daigle,628948110,2,4326391822,748
Frank,Ruiz,285240573,2,6147680585,3514
Michael,Cork,535081750,3,4258959478,1568
Ralph,Hancock,509089665,2,9136318856,1826
Theda,Morse,240711842,4,9195752762,3830
Alice,Walz,399154888,2,4148071442,2765
Crystal,Goetz,538642540,3,3606226930,1528
Crystal,Waters,394624774,2,7154431106,2801
Bob,Alvarez,756014700,3,6152294870,156
Charles,Terrazas,5467083,4,2077989609,4971
Thomasina,Cowan,312190064,2,2606680567,3350
David,Gray,678019024,4,5012755341,345
Edward,Ortega,80563417,2,9173442785,4620
Jerry,Steadman,529013526,2,8019830555,1651
Douglas,Johnson,377255761,4,2486374136,2951
Gwendolyn,Borrero,313789265,4,2196613073,3331
Chad,Johnson,421556954,2,2052676593,2578
Theresa,Austin,70903870,3,9177895299,4658
Randy,Drew,528375665,2,4353387612,1660
Joan,Pharr,422569176,2,3346513799,2571
Hazel,Mann,282389748,2,3306699454,3525
Stephen,McGee,366031286,4,9892881857,3025
Renee,Rosenfeld,606848472,4,5625594958,942
Robert,Magner,592369846,2,9412407503,1066
Brenda,Ward,566438296,2,9094668410,1245
Thomas,Gray,558339187,2,2132129216,1327
Gladys,Decker,601195106,2,9282830778,1001
Nathan,McClure,693011251,4,7576092432,216
Carla,Paquette,58424542,4,5165325519,4698
Shaun,King,479444243,2,7129633236,2057
Kimberley,Chaires,355608272,2,7732647061,3093
Leonard,Cole,367142000,2,2695862140,3016
Charles,McKinney,537512327,3,3602253270,1538
Kenneth,Hance,612514641,3,3109235440,898
Leah,Nguyen,460378380,3,5124314448,2256
Jaime,Richard,150705045,2,9737855236,4307
Christopher,Sturgill,370448803,3,2695983185,2993
Carmen,Quick,770349434,4,9046127249,27
Rachel,Wooten,90589483,3,6463259523,4581
Joseph,Hicks,60465724,4,5169012109,4689
Taylor,Millard,8220276,4,8024271645,4950
Bruce,Young,272266252,3,3303537292,3579
Karen,Felice,591068032,3,5618854131,1085
Robert,Gutierrez,651244714,4,7202820814,525
Heather,Burchfield,356162115,3,2178669277,3089
Milton,Eddy,600908904,3,6025536323,1006
Michael,Cooper,17220203,2,7742249287,4882
Rafael,Conner,297022723,2,3306991202,3453
Anne,Miller,426880483,4,6625014886,2525
Rosella,Brown,560761595,4,5598655845,1307
Joseph,Walker,658036193,2,8032778609,472
John,Hutcherson,148646775,2,9086518703,4323
Judy,Richarson,459300482,4,4693854069,2267
Belinda,Jones,402586354,3,2703022661,2739
Hector,Crouch,449059048,2,9565657342,2371
Earl,Kimmel,216846626,3,4433653894,3984
Jean,Brinkman,144123817,4,9085950918,4345
Lessie,Bubb,218806734,3,3019711701,3964
Charles,Rothe,364130439,3,5865822521,3043
Sean,Rose,502260836,3,7018852055,1891
Kenyetta,Lovell,567380365,2,5622728615,1239
Scott,Gregory,473620144,4,3204532808,2111
Stacey,Bryant,509128144,2,3167423506,1825
Jeanne,Johanson,194549837,3,2152765796,4121
Martha,Henry,556433890,4,2094617869,1349
Amber,Fairweather,452892465,4,9038985053,2333
Clinton,Overton,267723877,3,3213696314,3622
Renae,Bailey,522833512,3,7199895029,1712
Paul,Johnson,380627538,2,2485476856,2920
Amber,Wright,350726724,3,7738811470,3125
Ronald,Santiago,42660089,2,2032695364,4758
Jeffrey,Cortez,385171617,2,3132068467,2875
Josephine,Diaz,402177577,2,2709528588,2743
Willard,Robillard,507308672,3,3086273624,1847
Paul,Zimmerman,578761824,2,2027611548,1139
Marie,Lomas,105464756,4,9143099048,4526
Paul,Robinson,511666036,2,6206786698,1803
Darren,Walton,504706182,4,6058896928,1862
Rosario,Pollack,630986779,2,9365873899,723
Mary,Zullo,630404272,4,3615520649,732
Helen,Landry,170704710,2,2155435748,4202
Carl,Bryant,395622877,2,4142340562,2790
Blanche,Green,514123076,2,6205344842,1784
Roger,Reep,4446504,2,2077869738,4978
Robert,Howell,483296338,4,5634335753,2028
James,Blaylock,759019655,2,9012076639,130
Alexis,Wells,110784916,4,7187843831,4501
Michael,Carter,149921081,2,2012449321,4313
Keith,Charles,179700137,2,7245627671,4167
Amy,Handy,632285770,3,2542081763,709
Timothy,Harding,356286176,4,8478665895,3087
Ann,Smith,392964796,2,7152699151,2818
David,Fletcher,480050825,4,5633864730,2053
Rodney,Egerton,6823272,2,2078323291,4959
Patrick,Hamilton,311202353,3,3179526713,3358
Eric,Rose,508124008,3,4023507958,1840
Leslie,Lilley,228199524,3,5402495351,3904
Nicky,Mitchell,565155987,3,8582371567,1255
Claudia,Ordonez,89072154,2,5855284605,4588
Cleo,Guidry,141112589,4,2015817146,4368
Mary,King,634341495,3,4693287348,689
Travis,Christmas,313566374,3,7652374240,3332
Sybil,Stone,185768200,2,2154986839,4147
Timothy,Simon,214149538,2,4433828366,4022
Jana,McGrath,551287422,3,4157304722,1407
Angela,McClain,382237960,4,3139339345,2906
Kevin,Murphy,540218959,2,5034747126,1507
Adrian,Anderson,302105583,3,4405031543,3418
Jim,Johnson,617961247,4,4158759242,850
Maria,Branson,189059770,2,7249459874,4136
Ben,Flores,30440053,2,7816562227,4819
Loretta,Wesolowski,205169951,4,2678080906,4088
Thomas,Clark,549939240,4,3102714375,1418
James,Lee,567771617,2,7149743071,1235
Judy,O'Connor,231379268,2,7035313451,3878
Shelia,Roux,551562558,2,7145268099,1403
Jessica,Mendoza,384199171,4,8103730511,2884
David,Roberson,220662731,4,3015452694,3945
Sergio,Ledet,221987443,4,3025663197,3934
Curt,Andres,469066299,4,6122475141,2170
Chastity,Pellerin,467036638,3,2817770634,2189
Howard,Lofton,623542377,4,7608742870,797
Dorothy,Evans,390161332,3,2627364527,2843
William,Williamson,676104107,4,5012572974,350
William,Coakley,101721492,3,2123502606,4540
Betty,Williams,377304002,4,2318785106,2950
Anne,Landry,507343403,2,4027998935,1846
William,Fite,620322128,4,5622290382,817
Edward,Kleist,236309848,2,3042010043,3854
Connie,Cuevas,648348119,2,5054275225,547
Shirley,Thomas,385449353,4,8105797647,2871
Myra,Nichols,196142138,3,8147911540,4117
Frank,Deluca,693038191,3,7035693545,212
Maria,Garner,317829448,4,8126863097,3297
Ralph,Cox,766189201,4,3059842364,78
Priscilla,Farias,524151646,3,7192815562,1705
Dorothy,Obrien,5508134,2,2077416225,4969
Richard,Block,659100258,2,2254787693,464
Robin,Fisher,536104300,2,2536278618,1553
Candice,Nguyen,443240169,2,4052062143,2415
Michael,Benson,94667170,2,5168740226,4566
Cameron,Bennett,259145991,3,4787876052,3719
Robert,Sims,593582564,4,9416841026,1052
David,Rico,537499938,4,4252007341,1539
Gustavo,Bradley,565717757,3,8183858409,1252
Ernest,Allard,536644581,3,3606922151,1546
John,Jackson,390059164,3,4145258825,2844
Susan,Bruner,614708991,3,5623541053,877
Kirk,Lockett,250286650,2,8646092957,3770
Henry,Smith,271841757,4,4404987348,3586
Terry,Williams,416908886,4,2052673782,2629
Susan,Patterson,77108990,4,9178935846,4633
Aurelio,Garcia,526131988,2,6028856463,1684
Brian,Castle,72107845,3,9176289189,4655
Cindy,Sullivan,5343384,3,2078826071,4974
Timothy,Connors,519346421,2,2089635773,1743
Beverly,Siegfried,192629849,2,4849683386,4125
Darlene,Derrick,186050182,2,7175741171,4146
Harold,Snyder,509221663,3,6205439239,1821
Kevin,Hutson,649090739,2,5053169950,544
Cedric,Smith,224015996,3,7032137077,3923
Eric,Roberts,631306307,2,9154874985,718
Perry,Eller,635724670,2,5125762136,678
Ben,Hammond,254046078,2,7065413853,3753
Dortha,Hicks,408745536,3,9315707395,2677
Cynthia,Reynolds,206241844,2,2678555468,4085
Vernon,Young,32261218,2,6175285245,4813
Shawanda,Madrigal,684014675,3,7043063437,278
Reinaldo,Tillery,474280880,3,2182573602,2103
Soledad,Mader,683106871,2,9195462145,279
Peter,Friend,428900585,4,6622278047,2498
Jonathan,Grant,669207911,4,6784668999,409
Gary,Smith,177663399,2,8147940435,4177
Marlene,Johnson,510729526,2,7854863497,1814
Joan,Terrell,496079033,3,8165710160,1933
Archie,Newby,416261894,3,3344037434,2635
Kristin,Dickinson,687097447,4,9106143258,250
Jack,Leary,758014269,2,9316939614,144
Jackeline,Mungia,462380348,4,9797399067,2234
David,Bacchus,402848796,3,5022965482,2735
John,McMahan,300767366,3,7409456089,3423
Lois,Perez,469234136,4,6128105537,2165
Andrea,Grace,770055869,2,8507296909,34
Isaiah,Ramirez,637347583,4,2142347826,656
Robert,Osborne,92943133,3,5168150711,4575
Lois,Smith,372664287,4,7342602855,2981
Rodney,Alvarado,370041113,3,3132254764,2996
Harold,Bohanan,164687756,3,4129249085,4228
Julia,Bell,335381004,2,6306367028,3204
Mark,Marmon,554242309,3,7149667573,1372
Alexis,Thompson,512187819,2,9132123870,1799
Gretchen,Dalton,148626073,3,9734788056,4324
Robert,Mills,450668573,2,9364357688,2353
Michele,Anderson,538604633,3,5092232230,1529
Albert,Skinner,593014295,3,9549170684,1061
Erin,Cornish,558609684,3,9094663294,1326
James,Bailey,455551202,4,8174450394,2305
Daniel,Alexander,595017894,2,3866848950,1034
Jeffrey,Cathcart,772057895,4,4079361233,9
Angela,McNeil,264935609,4,3058016284,3659
Clara,Jensen,751053633,2,8089872500,158
Carl,Baum,439248017,4,3378828552,2439
Frank,Moorer,110547412,3,5165042852,4503
Gina,Mayberry,328289829,4,7735257217,3244
Beaulah,Coffee,552687090,3,8055427128,1392
Christie,Williams,254102590,2,6787495261,3752
Michael,Lightfoot,532824577,4,3607852248,1599
Louie,Aguayo,530376825,2,7752348717,1632
Charles,Love,375126175,2,8105152085,2962
Robert,Bass,99701962,2,3159083320,4552
Randy,Mims,439246621,3,3375350186,2440
Jesse,Edwards,330602168,2,7734653857,3229
Deborah,Benson,405051829,3,2703398704,2705
Clint,Sroka,17249301,4,7745015480,4881
Jovita,Overall,527237896,4,6023896991,1672
Joan,Sanders,212631806,4,3012302964,4042
Mary,Meier,693032402,2,7035464639,213
Lee,Engelbrecht,750036162,2,8089471606,166
Sophie,Marshall,680724733,2,7026729934,305
Donald,Bricker,433628650,2,3186468550,2465
Randall,Reese,249413677,3,8432921014,3776
John,Strickland,294385061,3,4407779432,3467
Christine,Navarro,119484736,2,5182509563,4462
Marc,Lopez,312367203,4,7653541112,3344
Kirby,Hall,124467940,2,7184008295,4449
Linda,Vandemark,156030847,2,2018936210,4282
Mathew,Tucker,273801146,4,4199031785,3568
Joy,Turner,591794880,2,7864434832,1072
Carlota,Pace,472432470,2,5072000039,2131
Giovanni,Young,403388449,2,5022920954,2724
Ezequiel,Michalec,477262979,4,9525164607,2073
William,Norris,594628356,3,3864969650,1040
Peter,Curtis,388824816,3,2622045260,2856
Jessica,Ringler,216753672,4,4437292063,3986
Arthur,Kenney,275142996,3,5133316967,3562
Tressie,McAdams,307231695,3,7656609106,3387
Walter,Murphy,407270384,4,2706715083,2686
Eduardo,Morman,579867362,3,2025298634,1130
Nancy,Hyman,535726738,3,5094438242,1561
Elsie,Bogner,403126226,4,2709895296,2733
Angela,Boyle,216824063,3,4102521761,3985
Fannie,Cabrera,363645371,2,7344581982,3044
Steven,Paige,660104089,2,3187284464,456
Pearl,Winston,52667592,2,5165667212,4714
Jason,Cole,403612975,3,6062478271,2720
Calvin,Ellefson,456772146,3,2103405408,2286
Joel,Peters,762012802,2,9012680363,117
Sarah,Johnston,636404831,4,8176020129,670
Tammie,Arrington,338207329,3,8153452449,3183
Samuel,Chase,528911213,4,8013515846,1653
Francisco,Lloyd,449979662,4,8302256053,2359
Matthew,Gallagher,448059581,2,9184263086,2381
Christina,McIntyre,537411540,2,2535976507,1540
William,Cross,254350248,2,6784663561,3748
Freda,Bentley,689095371,3,8286129555,238
Kimberly,Nielsen,657202358,2,8434260633,474
Sandra,Bolen,767307183,2,9417418695,62
