PropertyID,AgentTaxID(Person : TaxID),SellerTaxID(Person - TaxID),ListPrice,Description,Area,SellDate,AddressID
534,455666364,4226764,1406000,Hemingway's Elastoplast's Genevieve's Lizzy's Algiers's Louisianans Iranians Longstreet Enterprise Hill Iqaluit's Floridan Edmond,78110,12/10/1979,2303
535,538513707,392806839,1592000,Charlotte's Caucasus's Amish Cointreau Ghazvanid's Dravidian Angolans Citroen ABM's Hausa's Lorenzo Alice Elbrus,89730,3/18/1987,1530
536,531253380,488389316,718000,Alissa's AIDS's Achilles Hindenburg Furtwängler Gilliam's Chaucer's Ganges's Jacobin's Folgers Hurst's Amerind Huntsville,12770,9/14/1991,1614
537,551754841,528080852,1888000,Antares Jennie Amaru Cathryn's Honshu's Easter's Franglais Gallegos Janelle Galen Interpol Fiberglas Fitzroy's,135490,8/4/1991,1401
538,18744472,515188946,1926000,Caucasoid Gingrich's Flora Indus Hefner's Gere Dschubba's Android Iowans Colin's Halley Angola Christopher's,57240,9/7/1981,4872
539,328463083,237938582,1185000,Aisha Amaru's Jehoshaphat Janissary's Frances Ernst Fulani Argus's Clifton Estonian Luxembourg's Clorets's Gaul,127400,12/20/2012,3242
540,384843533,558044916,1453000,Clemson's Geneva Ln Everette's Halley Eros's Hallie's Ind Elroy's Allyson's Chung Acevedo's Abdul,140580,3/12/2009,2878
541,368108726,621808541,444000,Hildebrand Ceres Amelia Arthurian Hersey's Luther Genoas Fm Eddington Lucinda Haywood Arjuna Jesse,125940,12/3/1999,3007
542,629984087,688096428,1716000,Earhart Annette Logan Dzerzhinsky's Geneva Frost Alsatian's Libra Japura Jody Anabaptist Christianity's Arawak's,13390,1/18/1984,739
543,426434911,40626463,307000,Lynne Chicano Hunter's Fargo Hausdorff's Hanukkahs Lily Edmund's Chickasaw's Egyptian Gina's Albanian's Honecker's,97460,8/15/2005,2531
544,247658958,477114926,325000,Jain Chablis's Druid Ernst Colette Eva Lucius Jodie Anchorage's Fla Estelle's Isuzu Jimenez's,57540,2/25/1989,3789
545,385090556,93244169,455000,Einstein Dresden's Chris Figaro Americas Hilario Jefferey's Huerta Fla Hooke Elijah's Luke Esau's,16180,2/10/2008,2876
546,534643967,337365021,1050000,EEC's Flory Cheryl Hall Hilary Lois's HP's Arawakan Jimmy Estonian's Liza Libra Erika,203880,2/10/1999,1572
547,225930829,601672749,1393000,Fawkes Hormuz Jamie Gardner Catskills Albanian's Anibal's Clarence's Hitchcock Hefner's Jamaica Gagarin Jeff,38070,4/23/2006,3915
548,428392734,536744725,535000,Annie Alaskans Fahd Almoravid's Fijian Abyssinia Antietam Cheryl Hopkins Hell's Aldrin Dürer Changchun,199920,9/12/1982,2505
549,464721411,280528722,530000,Erna Frankenstein Chevy's Chihuahuas Aeroflot's Lindy Antarctica Abram Adkins Angelica Allende Hydra Everett's,48860,10/30/1991,2213
550,361033544,200527739,1435000,Herbert Fassbinder Falwell Ara Arabian's AM's African's Anguilla's Ascella Fletcher Afro Freemasons Everett,72530,7/7/2015,3065
551,290301944,695017811,449000,Horn Hollis Cesar's Arizonian's Lhotse ErvIn's Elba Fisher Habakkuk Gehenna's Ferraro Ascella Husserl,12620,3/11/1990,3481
552,315012469,621688156,1302000,George's Cliff Irishwoman Ada's Elbe's Elaine Afghans Imogene Luna's Gatling Georgetown Figueroa Giovanni,210260,3/24/2001,3322
553,365159585,321646475,1878000,Libyan Herod's Earnestine Hogwarts Armour's Argonaut Chippendale's Freemasonry Artaxerxes's Hallie's Edinburgh Edwina Annette,137530,8/7/1980,3033
554,674120297,668013336,677000,Edgardo Gaussian Leticia's Hodges Irene Dorthy's Hausa's Ionic's Ford's Hannibal's Iguassu Jasper's Johnston,53070,1/2/1989,372
555,656050707,618947670,1988000,Fredericton's Louisianians Alhena Froissart Ford Ashkhabad Dumbo Felicia Imus Indus Gdansk Epcot's Lyle's,112220,7/12/1998,484
556,206723655,142385925,527000,Duroc Huguenot's Father's Andromeda's Chris's Chanukah's Luis Andy's Alabaman Allahabad Gallagher Ithacan Alejandra's,1220,4/30/1987,4076
557,539869344,428287259,1780000,Leviticus Feynman's Lille ATP's Aiken Ariadne Ericka Gewürztraminer Esau Hohhot's Hewlett Lindbergh Clydesdale,151190,2/24/1991,1509
558,261481026,12527411,1226000,Albania Gerald Aileen's Alderamin Hawaiian Hilfiger's Afro Hilbert Libra Armand Hinduisms Ghibelline Arcadia,53120,3/16/1985,3705
559,365016708,662072558,326000,Liston Hillary Janette's Escher Gatorade Garrett's Appalachia's Fujiwara Italy Anglia Gallagher Hollerith's Alford's,165490,11/20/1987,3036
560,769181578,507483766,1350000,Lippi Elinor Indra's Jeeves's Higgins's Germans Ghanaian Aisha Frances Galahads Garfield Aguirre's Chung,200270,7/9/2009,42
561,170079040,609355415,1006000,Colo Angkor Edward's Doug's Clydesdale's Advil's Lucille's Doug Eric's Gamay Genaro's Fleming Johnathan's,172220,5/2/1989,4208
562,16051081,539174160,453000,Chinook Heidelberg Harding Interpol Frankie's Hittite Christensen's Hume Jarlsberg Filofax Fabian's Chechnya Fujitsu,48030,9/25/2015,4892
563,95644511,378782542,1136000,Lithuanian Icarus Christendom Dwight's Hopkins Lillian Donnie's Johnathon's Antipas Ga's Dublin's Ferrell's Algiers,206570,8/10/2017,4563
564,634180050,195683774,616000,Gilmore Luxembourger Egyptian Ferber's Eloy's Gatsby Adkins's Acrux Jenkins Geraldine's Ac Algonquian Hasbro,117260,8/3/1995,691
565,676034032,419600913,1004000,Antwan Android Elinor Epimethius's Jake Hui Durex's Amber Archie's Düsseldorf Galsworthy Alexis Fundy,10960,3/1/2003,355
566,8309117,264064718,1090000,Gawain Chance Jerry Lilia Herculaneum's Holder's Liebfraumilch Fermat's Duran Eliot Alvaro Georgia Elysée's,101780,10/15/1996,4948
567,574840305,392700846,1761000,Gewürztraminer Edwin Lillie's Jerri MCI Chittagong Espinoza Hottentot Europeans Jennings Christendoms Garry's Little,169450,5/25/2012,1156
568,342403425,619431455,1271000,Akkad Aguilar's Geneva Iberia Freemasonries Chopin Jame's IBM's Jaxartes Hudson Flossie's Colombian's Excellencies,161810,12/6/2001,3164
569,5809611,437604677,473000,Egypt's Col Lula Aleichem Clements Fanny's Edmond's Angelina's Lipizzaner Leviticus Hf's Arawak Howell's,151820,11/9/2011,4967
570,640109767,506152189,511000,Giovanni Dora Clara's Gareth Galahads Hatteras Charlotte's Japan's Luxembourger's Ecclesiastes Douglas Helsinki Lynnette's,30400,1/26/1990,631
571,600368921,385171617,328000,Doonesbury Lorenzo Firestone Lott Lindsay Jarvis's Ar Heshvan Effie's Geiger's Acapulco's Aldebaran Hawaiians,142730,2/7/2007,1017
572,298400896,179546731,1865000,Antwerp Gertrude Antony's Harbin Hollerith Gerard's Andy's Lucille's Houston Dristan's Huguenot Ariadne Christi,123990,4/18/2006,3438
573,768505666,751017437,697000,Chihuahua's Doris's Antonio's Gilliam Evangeline's Jahangir's Heinz Hindustan's Alejandra Arapaho Antoine's Allie's Absalom,157960,12/29/2000,43
574,147621299,403229971,298000,Earp Huey's Eileen's Frankel's Franco Honshu's IBM's Fauntleroy's Hennessy Lexington's AWOL's Doric Friday's,108230,1/12/1979,4329
575,148382439,649090739,766000,Isolde Aaliyah Gilbert's Duffy's Frigidaire Halon Dorsey In's Andrews Geiger's Ismael's Chang Frederic,64260,12/13/1999,4326
576,29037322,650147581,1635000,Francisco Lindsay Aconcagua Allie FHA's Actaeon Englishwoman Gary Enkidu Ashley's Hersey's Dotson Ceylon,156300,8/3/1987,4832
577,317527217,639424708,263000,Adriana Lyon Hecuba Aldebaran's MB's Cecily Llewellyn Leviathan Earth Alpheratz Estella's Haiphong Alamo,98600,4/8/1978,3302
578,444042848,7623434,934000,Allegheny Gabon Jacob's Fulani's Cf Louisiana's Eula's Jamestown Armour's Colgate Jamal Geiger's Janelle's,127470,11/4/2010,2410
579,615600529,148121187,920000,Jeffery's Gentry Lumière Jed Joanna Jan Houyhnhnm Chrysler Antilles's Adidas's Hellespont's Albany's Harriett,14840,1/29/2008,871
580,217244931,428900585,1711000,Fischer Loafer's Escher's Lyra Jasper Emily Heifetz Eben Erika's Erie Altai's Hancock Hutton,170480,11/19/1983,3982
581,678099740,264231384,668000,Chavez's Linda's Herring Jerusalem's Clara's Hersey Hardin Cockney Lewinsky Alma's Liege's Andrianampoinimerina Althea's,154210,6/17/1999,340
582,157707428,659100258,1489000,Lindsay Elsie Eden's Ameslan's Anthony Leticia's Hamilcar's Janjaweed Lipscomb Horatio Lorentz Argentinian's Eratosthenes,146880,8/7/1999,4266
583,461520630,366409586,902000,Gaiman's Erato Hagiographa's Feds Christianities Donn's Hiroshima's Eucharistic Celeste's Cologne Holder Antipas's Almaty's,46990,8/25/2004,2241
584,382425806,561790834,1616000,Charleston Lubbock Jerry Apollonian Fiat's Dunn Fisk Amazon Jewel Chicago Hemingway's Lind Donne's,170440,2/9/1989,2904
585,585091574,403218873,1965000,Hermes's Letha's Israelis Iroquoian Arno's Fahd's Errol Loews Hattie's Ebro's Faisalabad Linus's Fletcher,116420,1/28/1979,1128
586,213459031,49222986,1093000,Giauque's Genet's Lora Jan's Fridays Erhard Arabic Erika Lome's Annam's Ingrid's Himalaya Gatling,13070,7/19/2006,4030
587,645300806,535588614,1074000,Dora Epson Horus Arneb Chuvash Indianan's Hurley's Cochran's Fitzpatrick Edmonton Jerome Alsop's Hieronymus,86530,1/10/1986,575
588,106721853,99781068,1753000,Hopper Christopher's Edwina Londoner Love's Gilchrist's Amaterasu's Fern G Amalia Andrew's Chivas's GE's,157320,12/15/1986,4517
589,694030301,138764797,1960000,Eugenie's Doreen Jeremiah's Genghis EverReady Ganesha's Garfield Cherry African's Alana Dristan's African Luxembourger's,216670,6/29/2017,208
590,248369279,69102678,1101000,Earl Ge's Iraqi Clarissa's Jacqueline's Hamilton's Argus's American's Alighieri's AB's Cheetos Enos Chile's,76810,12/8/1996,3786
591,221561489,261368019,1842000,Izvestia Ark Claudius Levi Gap Agatha's Lucinda Emma's Archie Indira Harare's Adidas Durex,6110,1/29/1994,3939
592,392709919,310683622,1730000,Erewhon Frisbee Lyme's Jimmie Jocelyn's Georgians Frey Aries's Faisal Fox's Er's Garland Arron,181970,9/22/1979,2826
593,562580970,461520630,1673000,Gaza Ga Franny's Elise Chihuahua Allan's Ltd Clyde Fredric's Adderley's Iguassu Aline's Georgina's,178150,8/20/1997,1283
594,407127856,223043234,1329000,Icahn Hibernia Almoravid Angola Genet Aguilar's Liechtenstein Jacobite's Hipparchus Hemingway Giorgione Chaitin's Halifax,108730,3/17/1997,2689
595,521598788,402329044,1095000,Chauncey Esperanza Emil Gall Chinatown Jayawardene's Aeroflot Luzon's Hubert's Hench's Hellespont Jess Jimmie,205790,7/15/1979,1721
596,500214556,643383778,806000,Establishment Ericsson Hobart Clouseau Elinor Christoper's Antioch Ines Amati Alcoa's Hessian Lynnette's Amazon,211360,12/14/1995,1903
597,539078269,632285770,1258000,Ebro Annie Hohhot's Harvard Horowitz Hindi Allah Forest's Heinlein's Eugenia's Fernandez Job Archie's,152560,4/30/2004,1524
598,462395111,299744525,1548000,Itaipu's Arawakan's Chandon April Albania's Livia's Agrippa's Lily Galatians Antioch Hubble Enrique Armonk,37610,6/11/1989,2233
599,398243975,488389316,1359000,Arawakan Ark Alcmena's Clarissa Hohokam Hester's Adolf Chisholm's Falkland IQ's Cheri's EST's Jayne's,140960,2/6/1991,2774
600,447506535,517116310,1122000,Drew Amanda Idahoan's Genoa Galapagos's Hohhot's Gandhi's Janell's Hunspell Jaclyn Edith Gatun's Liliuokalani,35880,7/6/1997,2385
601,6040967,650019960,311000,Francine's Hamilton's Hansen Church Jacksonian Colombia Christianity Chukchi Edmund Gaul's French's Elvin's Changchun,159200,3/2/1987,4964
602,313803992,471341804,1277000,Harlem Hermaphroditus Enrique Dunkirk's Chipewyan Arjuna Aegean's Irish's Aquinas's Himalaya's Francisca Artaxerxes Izaak's,140380,10/26/1995,3330
603,698038055,643428284,884000,Alana Armonk's Dooley Heep's Johnnie Donizetti's Lhotse Alamogordo's Lloyd Freetown's Ariosto Celebes Haiti's,94260,1/11/1983,175
604,212148027,72340110,974000,Galilean's Doris's Abram's Eula's Gideon Araguaya's Hiroshima Claudette Jacqueline's Jackson Flora Lyons Cezanne,129130,11/6/1978,4049
605,80059932,392528085,340000,Ashley's Lionel ING Hydra Charlotte's Cognac's Georgette Franz's Issac Ham Jolene Jinnah Cezanne,153490,11/5/2001,4623
606,9406503,190035130,1614000,Javas Gauss's Hakka's Lindsay Aachen Hanoi's Dzerzhinsky's Dzerzhinsky's Chen's Joanna's Jacksonville Handel Hz's,133020,12/4/2003,4933
607,555948953,89051599,1404000,Lipscomb Lithuanians Cauchy Chinooks Innocent Cl Eunice EKG's Enoch Lorrie Anchorage H's Jolene,23040,4/22/1984,1359
608,265593476,448328781,949000,Ham Artie's Horthy Libby Agrippa's Agrippa's Iberia Durocher Jimmie Irvin's Iago Hersey's Alvarez,94090,9/6/1982,3650
609,517316192,321646475,354000,Janine's Luanda's Howard Chris's Furtwängler's Icahn Adonis Clapeyron Jagger Joe Harrison's Howells Honeywell's,192300,4/29/1992,1760
610,270408162,310643643,949000,Chiantis Hartman's Jerry's Ethiopian's Harmon Hellenisms Cebuano's Isabel's Inca's Apple's Cebu's Hope Hindustan,54190,10/20/1990,3596
611,75860346,553897777,1602000,Iliad's Jocasta Harvard Arron Eva's Finn's Cimabue Freemasons Emilia's Ceylon Angora He Clearasil,209010,3/22/1990,4637
612,507943025,148787299,1942000,Erik's Charmin Hoff's Fassbinder's Ecuadorian Eduardo Herzegovina Jaclyn Antwerp Elias Irkutsk Johnny's Hugo's,203350,9/8/2000,1841
613,230658198,626077132,863000,Clara's Aquariuses Fredric's Earl's Algieba's Huguenot He's Gauls Adderley Forster Etna I've Idahoans,151150,9/17/1993,3882
614,417645121,235241543,1100000,Fuji's Aelfric's Gaines's Chippewa Jarvis's Armour Coleman's DuPont Altiplano's Holloway's Linus's Gallagher Armenia,182260,8/4/2002,2618
615,267668815,688078217,1809000,Letterman's Leticia's Adrienne's Lorene's Irvin's Ajax's Hester's Ilene's Fresno Cimabue Erebus Elaine Chesterfield,128490,4/6/2000,3623
616,317827223,75269475,1016000,Hindu's Chesapeake Lorene's Hercules's JavaScript Jarred's Alexis Durham Highlander Dumbledore's Jess's Chicago Dover's,182690,10/3/2013,3299
617,369164452,620246295,1888000,Ellison Adar Genoa's Harrods Eddy Gibraltar Andretti's Clotho Horatio Lucinda Clinton's Anatolian Charlie,184980,1/27/1984,2999
618,10201538,577062170,1140000,Col Christchurch H's Liverpool's Liebfraumilch Eurasian Egyptian Ana's Artie Liebfraumilch Lind Altman's Clytemnestra,169240,2/6/1990,4925
619,496649714,157401934,554000,Gamay Lyme's Fidel Hallmark Indonesian's Jeeves's Felix Ebola Alvaro Erwin's Gibbon Ionics Angora,88830,12/10/1981,1929
620,356424401,601355811,1508000,Lister's Englishwomen Libreville Eliseo Alsatian Etta's Ginsu's Jeeves's Albany's Hallstatt Hallie's Artaxerxes Gatsby's,96630,5/27/1991,3085
621,551394962,659039127,202000,Jackson Epiphany's Eton Alyssa's Jaycee Hatsheput's Durocher Elizabethan Jinny Janice's Almoravid Epson Finnbogadottir,209360,5/11/2007,1406
622,604881981,282228922,1300000,Cointreau Hodge Jonas Er's Dustbuster Hammett's Husserl Edison's Armenian's Indus's Italian's Adhara Jewell,132480,6/10/1987,958
623,303027618,367039444,895000,Hay's Jim's Hernandez's Jeannette's Alison's Locke's Howe Gatling's Gehrig Lulu Cenozoic Ceausescu Israelis,87480,11/10/1985,3414
624,214597405,33888870,1629000,Frank's Dracula Jeroboam Altman's Erica Elizabeth Abbott's Geoffrey Anguilla's Gienah Hunter Handel's Apalachicola,214940,10/3/1983,4014
625,621688156,687031251,1231000,Claus's Algonquian's Artie Ella's I'll Lyman's Giauque's Exercycle Harvey Andalusia's Lina Eratosthenes's I've,130530,8/2/1989,803
626,696037652,568087075,775000,Janjaweed Foosball Linnaeus's Lucifer's Abigail Chisholm's ECMAScript Iranians Jeffry's Lynne's Afrikaans Harriet Dustin,71240,2/4/1998,187
627,695011100,540588006,370000,Aberdeen Freddie Allison's F Hertz Doolittle Haley I've Isidro's Amur's Andrei Louie's Haydn's,80010,2/7/1978,204
628,283122451,382115794,743000,Hannibal Antilles Christmas Filipino's Antony's Herring Lorene's Dot Angelina Hooke Luciano GE Heston's,100410,3/8/2011,3520
629,682107642,133185612,410000,Ga Lowery Elizabeth's Adirondacks's Joanna's February's Ferrari's Aeneas Earline Christina Ismail's Ljubljana Alonzo,170470,2/16/2016,286
630,180328412,339602963,342000,Finch Gienah Huffman's AOL Amman's Etna's Lionel's Gil Gila's Furtwängler's Aleutian's Clinton Ag,98330,1/19/2014,4163
631,561268341,2726231,786000,Egyptian Ewing's Lincoln Antananarivo Irene Er's Hoff's Liliana's Linwood's Arctic's Ernst Hay Alfonso's,138920,4/1/1988,1298
632,217272351,455118117,1326000,Fiona Edmond Cebu Libras Fujitsu's Hicks's HTML's Christianity's Hooke Edgardo's Eltanin's Alston's Jansen's,54840,4/15/1997,3981
633,524290160,256409649,541000,Haber's Annam Heather's Armenian Heston Hannibal Alphonso Ellesmere Durhams Hebrew Eumenides's Hopewell Annabelle,64490,1/31/1980,1701
634,565302875,142421931,225000,Johnston Japura Ethiopian's Chandler Eloise's Hispaniola Frenchwoman Geneva's Claus's Franny's Gilchrist's Hogarth Lina,200020,8/24/1987,1254
635,37546278,241842451,1932000,Angolan Jagiellon Cheryl's Algol's Horne Frey's Germans Chamberlain Ijsselmeer's Lynnette Lyon Arawakan's Dyson's,40540,5/12/2017,4786
636,77267446,563111827,286000,Alpine Jagiellon Lorraine's Charlie Hayden's Drudge's Chaucer Alcuin Frisco Dreiser FBI's Ijssel Ginsburg's,196190,12/7/2013,4632
637,508309215,526728992,1504000,Arianism's Clement Hinton's Jodi Clementine Caucasian German Cheetos Iberian Faisal's Hull's Everglades Gil's,95760,1/9/2015,1837
638,533686820,42903536,578000,Jeremiah Episcopalians Jinan Lithuanian Galilean Alisha's Andretti Lissajous Leviticus's Ebro Hebrides Ho Gallegos,76180,5/13/1999,1587
639,246607157,115203710,1189000,Heywood Loewi Friday Am German Hogwarts's Charles's Alfonso's Io Abyssinia Christensen Hannibal's Fijian,106000,7/19/1990,3797
640,164345052,385722237,954000,Liza February's Hmong Clarke's Andalusia Eben's Lumière's Levine's Ian Doug's Almaty's Alison Fathers,10180,7/28/2007,4232
641,275070103,533434200,1297000,Dyson's Aryan Cheryl's Eeyore Helena Episcopalian's Antaeus Johanna Elvira Alisha Jonah's Herring Lorelei,20660,7/2/1991,3563
642,214228200,535588614,613000,Hildebrand Jamal's Enrico Liberace's Fermat's Holloway Jimmie's Alderamin's Jackie's Ivy Ionesco Eucharists Honda's,67200,9/3/2010,4021
643,74583653,28520863,1325000,Chavez's Luz's Adrian Ltd Faustian Indianan Alphard Christoper Anglicanisms Hispanic Itasca Chernobyl's JavaScript's,139040,6/26/1999,4643
644,21205251,87849586,400000,Johanna's Jackie Jinny Harrell Frazier Alnitak's Annabel Inchon Eleanor's Garner Eggo's Antaeus Lois's,130020,10/21/2002,4864
645,650247642,541340880,268000,Argentinians Dyson's Helsinki's Everette's Finley's Apache's Elma Eris Allah's Algenib's Easters Islam Achebe,30600,3/24/2000,533
646,538023953,418463826,271000,Chayefsky Egypt Eugenia's Argus Arneb Essie's Armand Esmeralda's ABM's Apache Alabamans Cheviot Annabel's,151040,12/29/2009,1536
647,680326611,5863402,1953000,Amy Hittite's Alsace's Cisco's Hawaiian Highlander's Fillmore's Flemish Doritos's Hegelian Cecile's Frenches Anacin,54110,1/18/2015,317
648,469264817,606350929,1479000,Adolph's Hudson Hench's Huguenot's Elohim Gatling's Lyman Gelbvieh's Chad Irisher Aludra Flo's Franck,7290,8/15/1978,2164
649,219044782,426805646,358000,Eunice's Colleen Chennai's Ghanaian Jaycees Argentine Araceli Ferber's Advent's Edwardian's Garcia Araby Iago's,195630,1/14/2002,3960
650,762010442,164427602,1043000,I Ferraro's Efren's Elnora Dubcek Chen Hadar's Gall's Jaclyn's Hull Christy Arturo Aleichem,100260,1/2/2011,118
651,398226591,223798538,1447000,Haley Appalachia's Jarrett Lillie Colombo Lithuania Clark Cline Arabs Citroen's Dot Coffey's Gacrux,10730,7/9/1980,2775
652,650149945,50302954,473000,Jill Cherie Alioth Luther Harare's Eleazar's Ito Heimlich's Jennings Han Armando's February Aileen,7360,6/21/2017,537
653,692014403,364947423,1339000,Downs Celeste Alvarado's Jayapura's CinemaScope Adan Livonia Duisburg Hangul Garrison Dover Halloween's Alvin's,203960,8/22/1989,222
654,214113319,368741086,790000,Apollinaire Charlie Cerenkov Chaitin's Andrei's Englisher Aquarius Figueroa Galilee Alsatian Almaty Dumbledore Alnilam,9540,5/21/1997,4024
655,632509344,423330808,775000,Lobachevsky Eire's Aleutian Ginny's Huntsville Clayton Johnny's Jan Foucault Lu's Aladdin's Louie Luce,21930,12/27/1979,705
656,538066583,763015352,537000,Arizonian's Hayes Er Chopra Enif Georgina Abbott Addie's Jacky's Faisal's Flores Evangelina's Fisk's,29090,12/6/1996,1535
657,574468384,513822203,1255000,Fujiwara's Dow Hyde Ignacio's Honolulu Claudine's Gilda Hallstatt Antarctica Head Frankfurter Helen's Antichrist's,65090,7/28/1979,1159
658,601772953,477741445,1789000,Chippendale's Iberian Jon Cleopatra Hanna Hilton Jame's Horus Gibson Changchun Hawkins Florine Antonio,176490,5/30/1979,991
659,463584685,530352559,524000,Harrison Elul's Alzheimer's Eliot EPA's Collin Cd Idahoan Johnston Elsie Iowa Ahab Lina,171110,4/10/1980,2225
660,262080013,361033544,843000,Hamilcar Ishmael Allstate's Acevedo Gena's Feb Co Libreville Irma's Florence Aquinas Chicano Antofagasta,203400,5/12/2008,3698
661,363625283,157079083,1099000,Ecuadoran Libreville Edith's Ebeneezer's Charity's Iaccoca's Amazon Cheryl Fernando Haas's Antares Caucasians Inca,63390,11/20/2014,3045
662,466057676,529392863,294000,Android Albanian Clarence Hershel Dumbledore's Evan's Dotson's Acrux's Erik Hannibal Herculaneum Lohengrin Loren,24240,5/31/2010,2197
663,663098635,366031286,1433000,Freud's Achebe Lizzy's Gilmore's Farmer Cf Colleen Lhasa Amoco Jacksonville Afrikaner Frankfurt's Ireland's,80090,8/18/2001,446
664,554061325,388824816,1464000,Francine Jesuits Lisbon's Aesop's Andrianampoinimerina Henri Hull Espinoza MB's Huggins Lott Erick Abyssinian,82480,3/27/2016,1374
665,539720034,20448972,1955000,Honduras's Clair Hershel Hokusai Fonda Cherokees Gerard's Celebes Caxton Japura's Lombardi's Chance Honeywell,56230,2/22/1979,1511
666,698014449,8220276,1522000,Hezbollah's Louie's Irtish Japura's Freeman Gael Freda's Iraqi Eli Epstein Aline Iliad Al's,200450,2/2/2012,180
667,503569437,689039513,654000,Harrington Hallie's Federico Hispanics Angela's Flory's Encarta Hagiographa's Clements Hesperus Elway Garfunkel Finn's,155740,1/3/1999,1872
668,385400061,569809044,1995000,Ingram JavaScript's Eros Hilary Joey Hungarians Hobbs Hippocratic Genoa Es Hollywood's Arctic Hamsun,110110,12/29/1991,2873
669,482664592,417109800,1506000,Cl's Amritsar Espinoza Harriet's Charlottetown's Lovecraft's Clorets Eurasian Dortmund Dorsey Albireo's Humberto's Levine,132940,7/13/1987,2034
670,361987432,16684219,1157000,Garrett's Honda Flo Loewi Americanize Forester Clarice Ainu Doris Hellenization Hurley Anne Clint,45520,2/20/1996,3063
671,475421505,288031336,1866000,Abraham's Hudson Gail Amelia's Herculaneum Dunlap Chopra Amaterasu's Italians Hettie Chandon Hezbollah's Almach,141020,11/24/1991,2091
672,551948399,672071299,1495000,Arabians Jana Annabelle Harold Halliburton's Ethiopia's Lillian Christendom Ito Almighty's Dristan's Dunkirk's Amaterasu's,158590,2/17/2006,1399
673,421431060,684014675,833000,Lila Huff's Felix Hayden's Antoninus Fischer Airedale Allison Gareth's Indochina's Independence's Hafiz's Genevieve's,34520,9/26/1979,2579
674,578125864,368886029,653000,Lutheranism Englishman's Eric Hagiographa Faisal's Afrikaans's Harold's Homer's Charles's Alhena's Hinton Huff's Alhena's,192150,6/25/1993,1145
675,502741594,508124008,1316000,Hippocrates Eurydice Eliseo Harbin Ham Hinayana's Adam Gilbert Adidas Genet's Ina's Agrippa's Faustino,86290,3/29/1993,1885
676,288114893,16847671,1084000,Alphard's Jermaine Americanism's Angara Chevrolet Hohenzollern Liston's Chekhov's Abidjan's Clairol Jon's Lucius's Hammerstein,206380,1/26/2006,3498
677,405236226,675228459,1979000,Angie's Clair Eugenia's Hegira Hammarskjold Aaron Ahmadinejad's Art's Alsace's Farsi Elisha Iaccoca Hal,133610,2/24/1991,2704
678,478146372,384843533,947000,Gay Cocteau Luvs Claude Duke's Alaskans Armour Lithuania's Antofagasta Hilton Gantry Hernandez Jacksonville,123590,5/30/2002,2068
679,148909739,540722641,1489000,Dr Hamilcar Luther Jewell's Coleman Ismael's Hollerith's Charybdis's Freemasonry's Fuentes Chisinau Amati Lila's,189140,4/15/2015,4318
680,670300022,527634946,268000,Jasper Fawkes Amman Adriana's Allyson Aristotle's Irrawaddy Eloise Alpert's Achaean's Adeline's Hugo's Lois's,195250,11/5/2008,395
681,509467736,639078163,1776000,Collin Chance Indonesia Ike Doolittle Iran's Chardonnay Arizona's Argentine Amway Espinoza's Aaliyah Emma,9680,5/15/2010,1819
682,424105385,579268685,1527000,Dreyfus's Fraser Ameslan's Clapton Holman's Iaccoca Andrianampoinimerina Luxembourgers Agni's Jarred Elul Ebeneezer Litton,6760,11/21/2004,2558
683,297046452,394883515,534000,Eumenides Clapton Harlem's Euler Hamiltonian Ferraro Fatah's Chekhov GP's Gen Lohengrin Fresno Amur's,97970,9/2/2011,3451
684,591435176,414341923,846000,Iraqi Alleghenies Alar's Eskimo Edwardo Floridan Jewish Ethan's Elton Heraclitus Aileen's Hiawatha Coke,142140,11/29/1980,1078
685,338929176,763015352,1976000,Art's Garry's Jerri Georgina Falkland Hershey's Cocteau Inez's Gamble's Ashkhabad Indira's Alderamin's Idahos,57920,7/15/2004,3179
686,36645415,344921299,882000,Hesperus Hegelian Colombo's Arabia Armenian Ashanti Alvarado's Dresden's Aristotle Alexander's Lynnette Inonu's Akron's,180750,3/14/1988,4789
687,417269075,458600483,1571000,Heraclitus GP's Che's Irtish's Freeman's Fri Garza Hooters's Genesis's Ara Irtish's Jaime Alabama,172060,4/11/1980,2624
688,680321416,318681425,1501000,Europe's Chiantis Chung's Cecil Clementine Jezebels Franks Donaldson's Ellesmere's Ameslan's Ionic Flatt Hezbollah's,152300,2/3/1997,318
689,393093507,692012572,591000,Hahn Almoravid Iscariot Lorraine Doubleday's Lr Lysenko Ehrenberg Forester Andromeda Jefferey Aquitaine's Dyer's,184210,10/14/2004,2815
690,374057495,140861371,1420000,Frontenac's Jehoshaphat Altaic Indochinese Albireo's Libras Havoline's Fargo's Iowan Dulles Anton Lulu's Jenifer,77670,1/28/1981,2969
691,425973320,527056853,1506000,Estes Louis Hebrides's Emmy Dustbuster's Dooley Abby Ilyushin's Haitian's Esq's Aesop's Colombia's Icelander's,39420,9/23/2016,2538
692,240079009,498327134,845000,Jaime's Jeeves Iowas Claudio Adhara Flatt's Algenib Lucile AOL's Elvis's Estelle's Luxembourgers Hilary's,27510,1/28/2010,3834
693,93824826,468066773,1877000,Giorgione Ilyushin Holocene GP's Antarctica Jeffry's Hefner's Freeman Jesse Chinese's Gienah Eastwood's Appalachians,170370,8/12/2017,4571
