OfferID,PropertyID,Date,BuyerTaxID(Person: TaxID),OfferAmount,OfferStatus
1309,1309,1995-12-05,480209300,324000,p
1310,1310,2016-10-06,370749389,1015000,a
1311,1311,1987-03-05,378320832,673000,a
1312,1312,1983-12-13,456693837,1831000,a
1313,1313,1984-11-16,445884228,871000,p
1314,1314,1997-11-27,620666250,1663000,a
1315,1315,1982-07-05,222480656,971000,p
1316,1316,1994-10-08,201039473,1182000,d
1317,1317,2006-10-17,245664935,1301000,p
1318,1318,2009-10-11,559531693,1538000,p
1319,1319,1993-02-25,530732825,1863000,p
1320,1320,2013-06-29,115422300,999000,a
1321,1321,1996-10-03,511286516,1782000,p
1322,1322,2007-09-16,471470362,636000,a
1323,1323,1982-03-19,516746968,1665000,d
1324,1324,1994-09-29,179280093,1553000,a
1325,1325,1999-08-24,101646950,1337000,a
1326,1326,1991-09-10,655102347,1623000,a
1327,1327,1989-02-02,416236349,1958000,d
1328,1328,2006-11-15,502264787,1967000,d
1329,1329,1981-08-24,629427006,366000,a
1330,1330,2006-08-10,154182204,228000,p
1331,1331,1991-08-22,513193824,1202000,p
1332,1332,2008-04-09,645826392,428000,a
1333,1333,1979-01-18,685012508,1584000,p
1334,1334,2008-01-28,517307634,875000,a
1335,1335,1991-08-12,688096428,716000,a
1336,1336,2005-08-13,399041471,335000,a
1337,1337,1997-07-31,616727780,317000,d
1338,1338,1995-06-21,640401684,744000,p
1339,1339,1990-05-15,759015734,418000,d
1340,1340,1999-05-03,510561809,650000,d
1341,1341,1995-09-14,765481324,1327000,p
1342,1342,2015-03-05,233567073,578000,d
1343,1343,1998-12-10,648289413,1945000,a
1344,1344,2009-04-26,419788255,1302000,p
1345,1345,2007-07-06,571561903,1743000,p
1346,1346,2009-02-17,676057210,1719000,a
1347,1347,1980-12-27,769489614,976000,d
1348,1348,2008-01-11,578807654,1473000,a
1349,1349,1990-01-31,608151705,410000,p
1350,1350,2000-11-14,25563290,894000,a
1351,1351,2001-05-10,312506452,1065000,a
1352,1352,2015-10-13,262199976,483000,d
1353,1353,2009-06-19,767035399,1818000,p
1354,1354,1999-11-03,478259907,857000,p
1355,1355,1993-04-21,394289212,430000,d
1356,1356,2011-03-01,564192695,445000,p
1357,1357,1990-10-30,381680001,1878000,p
1358,1358,1988-09-16,620227825,1574000,a
1359,1359,1989-09-29,571255637,683000,p
1360,1360,2010-03-03,400191388,1503000,p
1361,1361,2014-11-06,475962035,986000,d
1362,1362,1986-01-23,365117705,1308000,a
1363,1363,2005-01-18,619470497,836000,a
1364,1364,1983-07-10,237938582,1171000,d
1365,1365,2016-06-19,556322434,442000,d
1366,1366,1987-08-08,578179972,930000,d
1367,1367,1996-05-02,527593079,1505000,d
1368,1368,1984-11-14,349862145,1062000,p
1369,1369,1979-08-10,159104467,474000,d
1370,1370,2002-09-21,117706633,1863000,a
1371,1371,1990-02-09,187364740,1909000,d
1372,1372,1999-05-20,646480104,556000,a
1373,1373,2003-08-07,460606530,956000,d
1374,1374,2000-03-30,77039179,784000,p
1375,1375,1982-01-07,402280790,904000,p
1376,1376,2012-06-28,670077283,1096000,a
1377,1377,2004-02-23,425933958,614000,d
1378,1378,1985-05-15,601440559,333000,p
1379,1379,1981-09-23,668169740,527000,a
1380,1380,1994-01-05,685053391,1284000,d
1381,1381,2001-05-09,345305635,660000,a
1382,1382,1982-03-15,319602990,1082000,d
1383,1383,2004-07-17,561252037,1254000,a
1384,1384,1984-05-25,492720363,1180000,a
1385,1385,1978-07-08,256409649,1508000,a
1386,1386,1978-08-16,664058355,1923000,p
1387,1387,2007-06-20,530352559,417000,d
1388,1388,2003-01-23,103763942,1252000,p
1389,1389,2016-09-03,482219273,435000,d
1390,1390,1992-06-27,510744618,1686000,a
1391,1391,1982-11-17,125323432,1420000,p
1392,1392,2008-07-16,446960167,1047000,d
1393,1393,1993-11-23,221164703,1757000,p
1394,1394,1992-04-17,276020563,1959000,p
1395,1395,1981-10-13,214279074,206000,d
1396,1396,1994-02-13,370486991,1873000,p
1397,1397,1992-04-07,379047146,458000,p
1398,1398,2005-01-07,403229971,1281000,p
1399,1399,2016-08-05,766307062,645000,p
1400,1400,2016-01-09,158053342,1836000,a
1401,1401,2011-08-17,591424153,1060000,d
1402,1402,1983-05-30,167429282,1959000,a
1403,1403,2013-03-23,509226830,392000,d
1404,1404,1991-12-08,200527739,515000,a
1405,1405,1994-02-03,210385384,1284000,d
1406,1406,1983-06-17,594502103,679000,d
1407,1407,2004-10-27,571209242,1863000,d
1408,1408,2012-01-29,415738219,971000,d
1409,1409,1988-10-27,539174160,1006000,a
1410,1410,2003-09-15,62901425,1212000,d
1411,1411,1981-02-06,474053694,945000,d
1412,1412,2013-05-04,533307620,455000,d
1413,1413,2017-07-16,481408728,1091000,a
1414,1414,2007-10-11,302541365,1465000,p
1415,1415,2004-03-11,325943813,932000,p
1416,1416,2002-12-10,652364647,1477000,d
1417,1417,1994-11-16,499983213,1725000,a
1418,1418,2017-08-18,339924299,1255000,a
1419,1419,1996-04-29,539392155,1501000,p
1420,1420,1984-05-23,642365668,838000,d
1421,1421,1980-12-29,119926249,1488000,a
1422,1422,2015-10-11,427967339,228000,a
1423,1423,2002-05-14,162702156,1874000,a
1424,1424,2013-11-16,397984990,1780000,p
1425,1425,1999-09-21,571369531,269000,p
1426,1426,1999-12-25,363130465,1601000,p
1427,1427,2008-11-18,415720264,1816000,p
1428,1428,2015-01-28,419539905,1004000,p
1429,1429,1999-11-04,456092805,285000,d
1430,1430,1995-11-02,594792885,999000,p
1431,1431,1999-02-20,243304659,1799000,d
1432,1432,2000-02-18,119122252,1913000,p
1433,1433,1988-07-26,408535425,1149000,d
1434,1434,2000-09-25,22461807,1838000,p
1435,1435,1987-12-23,446429808,1072000,p
1436,1436,1980-01-15,663072292,932000,a
1437,1437,1983-08-23,207261634,1877000,a
1438,1438,1997-06-11,201800494,1962000,d
1439,1439,1993-04-17,413149097,1974000,p
1440,1440,1979-12-12,121011920,1553000,p
1441,1441,2008-05-20,323422207,1256000,a
1442,1442,1990-07-16,611204381,1758000,a
1443,1443,2010-02-08,163721008,1167000,a
1444,1444,1997-06-18,138326845,1417000,d
1445,1445,1983-07-29,35225861,916000,d
1446,1446,2016-11-06,343328294,1357000,a
1447,1447,2002-08-26,609131788,997000,p
1448,1448,1997-06-20,288605517,1603000,a
1449,1449,2002-02-08,559379006,1747000,a
1450,1450,1979-09-14,467375059,281000,p
1451,1451,1985-09-13,229048682,1018000,a
1452,1452,2006-09-30,507483766,732000,d
1453,1453,1981-10-02,344982933,1730000,a
1454,1454,1987-03-19,768121572,1920000,d
1455,1455,1986-12-29,383824879,932000,a
1456,1456,1993-10-22,761012251,1770000,d
1457,1457,2016-07-02,215527240,1944000,a
1458,1458,2011-03-14,696017677,1432000,d
1459,1459,1996-10-04,495628609,239000,p
1460,1460,1989-08-02,369940831,1866000,p
1461,1461,1978-05-02,422725917,1696000,a
1462,1462,2013-07-24,446628165,517000,d
1463,1463,1991-09-24,475410738,1836000,d
1464,1464,2014-11-21,571924157,829000,a
1465,1465,1980-06-07,620246295,938000,a
1466,1466,1986-12-11,623881164,336000,p
1467,1467,2000-07-04,530796685,346000,a
1468,1468,1983-05-14,262294550,747000,d
1469,1469,2015-11-10,380668186,1603000,d
1470,1470,2001-04-06,643383778,862000,p
1471,1471,2005-04-09,668142444,1933000,d
1472,1472,1987-04-25,362147059,1434000,d
1473,1473,1997-03-02,265899011,1828000,p
1474,1474,1984-01-31,251111543,1240000,p
1475,1475,2014-02-25,648103945,668000,a
1476,1476,1998-04-30,494194643,1178000,d
1477,1477,1989-03-31,234846515,1237000,a
1478,1478,1982-11-18,455213897,668000,p
1479,1479,2002-05-13,158627917,402000,d
1480,1480,2011-04-27,631284099,1894000,d
1481,1481,1983-10-24,305144169,367000,a
1482,1482,1986-05-06,406434503,1168000,d
1483,1483,2010-03-24,493070598,1159000,d
1484,1484,1984-10-09,591644205,1402000,a
1485,1485,1996-07-10,663104937,908000,p
1486,1486,2011-12-21,289144569,1555000,p
1487,1487,1980-06-09,463786583,1859000,d
1488,1488,1986-12-05,295969651,500000,d
1489,1489,2011-03-23,590279010,1623000,p
1490,1490,1986-09-14,669209288,609000,p
1491,1491,1992-09-06,483102617,1092000,d
1492,1492,2011-06-09,404295329,1445000,d
1493,1493,2010-05-16,493583820,1886000,d
1494,1494,2004-05-05,627092896,1461000,d
1495,1495,2006-09-14,181706358,1305000,p
1496,1496,1981-01-05,376309911,1363000,a
1497,1497,2006-03-08,72661313,461000,a
1498,1498,2013-06-17,692037911,613000,a
1499,1499,1995-11-20,432840425,1720000,a
1500,1500,2001-02-02,74685220,457000,p
1501,1501,2010-10-29,273727727,821000,d
1502,1502,2005-03-13,665106132,1690000,d
1503,1503,1984-07-10,6725467,1618000,d
1504,1504,1983-09-14,589456922,1813000,p
1505,1505,1980-12-16,315054744,1381000,p
1506,1506,1984-04-17,458591369,1042000,d
1507,1507,2016-06-11,307016381,322000,p
1508,1508,2009-05-24,669099646,1387000,d
1509,1509,2001-10-14,475254413,671000,a
1510,1510,2013-06-14,156408877,1226000,a
1511,1511,2000-09-10,402589208,476000,p
1512,1512,1982-04-03,668248149,313000,d
1513,1513,1991-01-02,534358541,417000,a
1514,1514,1981-07-09,437247715,1418000,a
1515,1515,1978-12-30,288461454,893000,p
1516,1516,2002-09-22,355605698,329000,a
1517,1517,1983-12-02,683051888,281000,a
1518,1518,2017-11-02,448172669,801000,a
1519,1519,1999-07-29,379401180,1116000,p
1520,1520,1980-01-12,763019442,1112000,d
1521,1521,2016-03-10,525108442,426000,p
1522,1522,1994-11-24,482118331,1937000,p
1523,1523,1984-12-09,158162249,487000,d
1524,1524,2012-02-16,555797090,281000,d
1525,1525,1995-07-21,175803792,856000,p
1526,1526,2013-07-28,259791051,437000,a
1527,1527,1997-06-18,680680917,1870000,d
1528,1528,1978-05-12,110248829,741000,a
1529,1529,1987-12-03,285043677,1976000,a
1530,1530,1996-05-03,545563433,1155000,p
1531,1531,1989-04-02,209668882,1270000,p
1532,1532,2010-03-10,471629464,1747000,d
1533,1533,1980-07-14,451829733,1854000,p
1534,1534,1980-12-26,683075695,1190000,p
1535,1535,1980-10-15,381504791,1354000,d
1536,1536,1985-01-27,71360594,1095000,a
1537,1537,2006-09-03,531945523,655000,d
1538,1538,2014-10-11,492146444,229000,p
1539,1539,2003-03-26,552053243,1177000,p
1540,1540,2004-08-12,558175416,1779000,a
1541,1541,2013-02-28,9721380,874000,a
1542,1542,2008-12-10,635606760,450000,p
1543,1543,1993-12-22,770469864,1830000,d
1544,1544,2000-02-28,628883700,664000,d
1545,1545,2013-07-12,530228929,1202000,a
1546,1546,1992-11-17,770209261,1980000,a
1547,1547,1983-09-04,552329906,971000,a
1548,1548,2012-10-24,675107951,1875000,p
1549,1549,1992-04-21,579381808,702000,a
1550,1550,1988-10-18,268703374,1117000,a
1551,1551,2009-08-14,445447781,1511000,a
1552,1552,2002-06-03,404616109,1687000,d
1553,1553,1993-06-18,484357380,766000,d
1554,1554,1998-05-12,553245506,298000,a
1555,1555,1993-08-26,617294475,428000,d
1556,1556,2002-07-27,770187438,523000,d
1557,1557,1979-06-21,29263756,751000,d
1558,1558,1994-10-17,684095230,657000,d
1559,1559,1988-10-16,274809057,1497000,a
1560,1560,1993-04-13,228249231,746000,p
1561,1561,1990-01-25,103307804,654000,a
1562,1562,1992-09-16,298504550,1543000,p
1563,1563,1993-12-11,427163559,310000,a
1564,1564,2007-12-30,47648434,1871000,d
1565,1565,1996-10-15,370234548,703000,a
1566,1566,1993-11-02,47143911,245000,a
1567,1567,2013-04-15,176681458,250000,d
1568,1568,1981-08-16,255949619,306000,d
1569,1569,1978-01-23,515480242,1179000,p
1570,1570,2008-10-01,533022789,1796000,p
1571,1571,1978-10-28,128305985,1701000,p
1572,1572,2015-10-06,106011793,685000,p
1573,1573,1999-03-25,402454855,1157000,a
1574,1574,1993-12-12,592948766,1502000,d
1575,1575,2000-05-31,668124841,352000,d
1576,1576,1987-04-30,134769552,1486000,d
1577,1577,2014-11-27,627742997,957000,a
1578,1578,2001-11-09,543619726,1165000,p
1579,1579,1978-09-07,533865422,1373000,p
1580,1580,2012-11-25,413478248,846000,p
1581,1581,2009-08-22,1665535,1707000,d
1582,1582,2012-05-06,534088747,1526000,d
1583,1583,1982-10-17,667071975,1112000,d
1584,1584,2012-10-11,116543539,1617000,p
1585,1585,1979-04-07,441587282,1193000,d
1586,1586,1993-02-13,502684334,200000,p
1587,1587,2008-06-25,680078117,1407000,d
1588,1588,1992-11-22,141308500,1454000,a
1589,1589,2008-04-17,346642248,1457000,d
1590,1590,1996-08-20,619431455,1369000,a
1591,1591,1989-03-14,695036299,1585000,p
1592,1592,2000-06-04,492600927,240000,a
1593,1593,2011-02-11,457593914,1461000,p
1594,1594,1997-09-01,264939056,1626000,a
1595,1595,1988-02-23,500089365,1494000,d
1596,1596,1990-09-20,449794498,1884000,p
1597,1597,1986-09-09,658037395,567000,d
1598,1598,1987-11-02,85441951,926000,p
1599,1599,2009-09-24,255500840,1182000,p
1600,1600,1997-11-13,156308834,1191000,a
1601,1601,1988-02-04,627054753,1321000,a
1602,1602,1986-01-12,524532975,469000,p
1603,1603,1993-08-10,244699087,1336000,p
1604,1604,1980-11-14,189801960,1326000,p
1605,1605,2005-02-20,367237900,1739000,d
1606,1606,1986-02-09,660037717,1487000,d
1607,1607,1983-04-06,766428844,1829000,a
1608,1608,2002-12-08,251323483,767000,a
1609,1609,1984-02-17,291446213,675000,d
1610,1610,2007-01-31,645079993,1321000,a
1611,1611,2007-06-20,400517956,873000,a
1612,1612,1988-05-15,674012538,237000,p
1613,1613,2014-01-24,331728116,1440000,d
1614,1614,1995-02-14,147463760,1391000,p
1615,1615,2006-03-11,631387348,1401000,a
1616,1616,1990-05-11,552937915,268000,p
1617,1617,2009-10-20,291429620,612000,p
1618,1618,1984-08-03,142628382,1764000,a
1619,1619,2011-10-03,145158495,1937000,d
1620,1620,2012-08-20,392860633,1067000,a
1621,1621,1987-06-30,628948110,1433000,a
1622,1622,1984-07-06,285240573,1281000,p
1623,1623,1997-01-23,535081750,224000,a
1624,1624,2014-02-28,509089665,241000,p
1625,1625,1992-07-22,240711842,937000,p
1626,1626,2016-03-27,399154888,1513000,d
1627,1627,1985-03-30,538642540,1882000,a
1628,1628,2012-07-17,394624774,1826000,a
1629,1629,1996-11-25,756014700,773000,d
1630,1630,2004-01-08,5467083,1945000,d
1631,1631,2009-05-12,312190064,950000,p
1632,1632,2012-03-23,678019024,707000,p
1633,1633,1993-09-08,80563417,1243000,d
1634,1634,1980-01-03,529013526,1489000,d
1635,1635,1986-11-22,377255761,766000,p
1636,1636,1987-07-29,313789265,313000,p
1637,1637,1989-06-13,421556954,1993000,d
1638,1638,1980-11-08,70903870,1027000,d
1639,1639,1981-03-23,528375665,444000,p
1640,1640,1998-03-28,422569176,579000,a
1641,1641,2017-12-02,282389748,303000,p
1642,1642,1994-06-13,366031286,311000,p
1643,1643,1993-07-12,606848472,446000,d
1644,1644,1978-03-04,592369846,582000,a
1645,1645,2006-06-22,566438296,532000,p
1646,1646,1989-11-19,558339187,822000,d
1647,1647,2012-05-15,601195106,258000,p
1648,1648,2006-08-30,693011251,731000,d
1649,1649,2012-11-29,58424542,1850000,d
1650,1650,2014-04-13,479444243,1635000,d
1651,1651,1997-01-14,355608272,1992000,p
1652,1652,2006-12-17,367142000,1198000,d
1653,1653,1993-04-24,537512327,609000,d
1654,1654,2007-10-23,612514641,984000,a
1655,1655,1994-10-01,460378380,1515000,p
1656,1656,2015-10-13,150705045,881000,a
1657,1657,1978-01-13,370448803,306000,a
1658,1658,2010-06-13,770349434,1132000,a
1659,1659,1988-02-14,90589483,650000,d
1660,1660,1979-09-27,60465724,1314000,a
1661,1661,2000-10-21,8220276,1671000,d
1662,1662,2003-02-17,272266252,631000,p
1663,1663,1984-10-24,591068032,1060000,d
1664,1664,1992-07-08,651244714,1290000,p
1665,1665,2002-06-28,356162115,1446000,a
1666,1666,1996-10-01,600908904,738000,p
1667,1667,1980-02-27,17220203,1765000,p
1668,1668,1987-10-20,297022723,892000,p
1669,1669,2015-12-12,426880483,718000,d
1670,1670,2010-06-24,560761595,1314000,d
1671,1671,2013-09-05,658036193,1607000,a
1672,1672,1988-03-14,148646775,1709000,p
1673,1673,2017-10-23,459300482,1651000,p
1674,1674,1996-04-08,402586354,1128000,d
1675,1675,2013-09-11,449059048,1220000,a
1676,1676,2017-03-26,216846626,1282000,d
1677,1677,2005-12-31,144123817,1386000,d
1678,1678,1978-01-24,218806734,1454000,d
1679,1679,2011-10-23,364130439,1250000,p
1680,1680,2008-01-12,502260836,1404000,d
1681,1681,1998-08-07,567380365,707000,a
1682,1682,2016-05-09,473620144,742000,a
1683,1683,2014-02-03,509128144,1390000,a
1684,1684,2011-10-06,194549837,553000,p
1685,1685,1995-10-14,556433890,728000,d
1686,1686,1982-12-15,452892465,1673000,d
1687,1687,2007-07-19,267723877,1917000,p
1688,1688,1987-12-10,522833512,572000,p
1689,1689,2012-03-31,380627538,501000,p
1690,1690,1994-07-15,350726724,1742000,p
1691,1691,2001-10-10,42660089,1320000,p
1692,1692,2000-09-19,385171617,497000,d
1693,1693,2014-09-28,402177577,302000,d
1694,1694,1994-10-24,507308672,1759000,d
1695,1695,2014-05-05,578761824,625000,d
1696,1696,1978-11-27,105464756,584000,a
1697,1697,2004-02-09,511666036,1005000,d
1698,1698,1987-12-18,504706182,1859000,a
1699,1699,2004-11-21,630986779,1215000,d
1700,1700,1995-05-21,630404272,1992000,p
1701,1701,2017-09-01,170704710,814000,d
1702,1702,2013-06-01,395622877,584000,a
1703,1703,1982-01-22,514123076,940000,d
1704,1704,1995-05-03,4446504,562000,a
1705,1705,1999-02-25,483296338,1597000,d
1706,1706,2014-12-14,759019655,1483000,a
1707,1707,1998-12-07,110784916,1281000,d
1708,1708,2010-06-14,149921081,1110000,d
1709,1709,2012-06-16,179700137,1503000,a
1710,1710,1985-05-10,632285770,1846000,p
1711,1711,2015-12-29,356286176,1419000,p
1712,1712,1996-06-20,392964796,1690000,a
1713,1713,1985-07-05,480050825,875000,d
1714,1714,2015-06-09,6823272,1363000,a
1715,1715,2016-07-22,311202353,752000,d
1716,1716,1994-12-26,508124008,850000,p
1717,1717,2014-07-22,228199524,1290000,d
1718,1718,1993-03-24,565155987,1757000,p
1719,1719,2005-08-09,89072154,920000,a
1720,1720,1997-03-21,141112589,370000,p
1721,1721,2004-04-15,634341495,1849000,p
1722,1722,1996-01-22,313566374,1613000,p
1723,1723,2014-05-10,185768200,357000,d
1724,1724,2013-03-15,214149538,1648000,d
1725,1725,2015-08-29,551287422,1532000,a
1726,1726,1984-10-09,382237960,981000,a
1727,1727,2000-02-17,540218959,1153000,p
1728,1728,2006-12-22,302105583,1350000,p
1729,1729,2010-06-07,617961247,1271000,p
1730,1730,1999-12-07,189059770,556000,p
1731,1731,1989-11-27,30440053,627000,a
1732,1732,1988-07-24,205169951,1626000,a
1733,1733,1994-07-15,549939240,1689000,a
1734,1734,2007-05-25,567771617,918000,a
1735,1735,1992-11-26,231379268,1183000,a
1736,1736,1991-08-01,551562558,1683000,d
1737,1737,1998-03-06,384199171,1354000,d
1738,1738,2010-11-06,220662731,1172000,d
1739,1739,2006-10-30,221987443,357000,d
1740,1740,1979-05-24,469066299,1880000,p
1741,1741,1983-03-08,467036638,901000,a
1742,1742,1988-05-27,623542377,1256000,d
1743,1743,1982-03-21,390161332,1682000,d
1744,1744,2017-03-13,676104107,788000,d
1745,1745,1985-09-13,101721492,1470000,a
1746,1746,2000-09-20,377304002,1537000,d
1747,1747,1989-07-18,507343403,1222000,d
1748,1748,1996-01-26,620322128,1153000,p
1749,1749,1980-07-16,236309848,1290000,d
1750,1750,1987-08-27,648348119,1155000,p
1751,1751,1984-11-02,385449353,1995000,d
1752,1752,1989-07-07,196142138,1621000,p
1753,1753,1997-09-14,693038191,1984000,a
1754,1754,1990-06-29,317829448,1847000,a
1755,1755,2009-09-29,766189201,530000,d
1756,1756,1995-06-04,524151646,1626000,p
1757,1757,1990-10-07,5508134,1603000,a
1758,1758,2011-07-05,659100258,1061000,a
1759,1759,1978-09-08,536104300,1199000,a
1760,1760,1985-06-27,443240169,1009000,p
1761,1761,2002-05-04,94667170,1588000,d
1762,1762,1991-07-16,259145991,1149000,p
1763,1763,1993-01-20,593582564,713000,p
1764,1764,1995-04-07,537499938,339000,d
1765,1765,1981-11-17,565717757,1400000,p
1766,1766,1992-04-21,536644581,1376000,d
1767,1767,1992-02-19,390059164,1942000,p
1768,1768,2013-04-27,614708991,942000,a
1769,1769,2009-03-17,250286650,339000,p
1770,1770,2002-11-22,271841757,1099000,p
1771,1771,1986-05-08,416908886,1877000,d
1772,1772,2000-08-01,77108990,1014000,d
1773,1773,1978-10-12,526131988,1694000,a
1774,1774,1996-07-16,72107845,1430000,p
1775,1775,1991-11-26,5343384,822000,a
1776,1776,1981-10-31,519346421,1878000,p
1777,1777,1994-01-01,192629849,1447000,p
1778,1778,2007-10-28,186050182,1591000,d
1779,1779,1988-07-14,509221663,251000,p
1780,1780,2010-02-21,649090739,725000,d
1781,1781,2004-08-02,224015996,1368000,p
1782,1782,2010-04-30,631306307,1070000,d
1783,1783,2000-05-07,635724670,913000,p
1784,1784,1999-09-24,254046078,1662000,d
1785,1785,1998-08-05,408745536,1985000,d
1786,1786,1988-01-31,206241844,1324000,a
1787,1787,1998-05-15,32261218,1429000,p
1788,1788,1981-06-05,684014675,455000,a
1789,1789,2001-11-28,474280880,585000,a
1790,1790,2001-07-13,683106871,1105000,d
1791,1791,1994-02-13,428900585,1820000,d
1792,1792,1986-10-05,669207911,1497000,a
1793,1793,1987-05-14,177663399,236000,p
1794,1794,2011-05-11,510729526,1757000,d
1795,1795,1995-08-12,496079033,1645000,d
1796,1796,2008-04-24,416261894,760000,a
1797,1797,2009-09-28,687097447,996000,d
1798,1798,1993-11-19,758014269,457000,p
1799,1799,2000-03-23,462380348,1299000,a
1800,1800,2012-06-21,402848796,1047000,p
1801,1801,1992-11-16,300767366,1381000,p
1802,1802,1981-08-05,469234136,1003000,p
1803,1803,2006-03-10,770055869,1546000,d
1804,1804,1990-03-01,637347583,1128000,a
1805,1805,1987-04-03,92943133,687000,p
1806,1806,2000-02-15,372664287,1220000,p
1807,1807,1994-04-23,370041113,1451000,d
1808,1808,2002-06-18,164687756,267000,a
1809,1809,2017-11-29,335381004,980000,a
1810,1810,2009-02-09,554242309,994000,p
1811,1811,1986-05-09,512187819,419000,a
1812,1812,1984-08-07,148626073,1963000,d
1813,1813,2013-12-25,450668573,1616000,a
1814,1814,2017-04-04,538604633,1996000,a
1815,1815,1994-09-30,593014295,1075000,d
1816,1816,2015-05-14,558609684,261000,d
1817,1817,2017-09-09,455551202,245000,d
1818,1818,1978-12-13,595017894,315000,a
1819,1819,1987-06-10,772057895,1511000,a
1820,1820,2012-10-14,264935609,288000,a
1821,1821,1998-06-16,751053633,1464000,p
1822,1822,2011-04-11,439248017,443000,p
1823,1823,1999-03-07,110547412,802000,a
1824,1824,2017-03-08,328289829,1750000,p
1825,1825,2011-11-09,552687090,1950000,a
1826,1826,2004-05-14,254102590,834000,p
1827,1827,2007-08-16,532824577,632000,d
1828,1828,2012-02-01,530376825,1490000,a
1829,1829,2009-08-07,375126175,1448000,d
1830,1830,2008-09-24,99701962,1695000,d
1831,1831,1985-10-08,439246621,1481000,d
1832,1832,1993-08-25,330602168,1142000,a
1833,1833,2013-01-27,405051829,1776000,d
1834,1834,1980-07-31,17249301,1164000,p
1835,1835,2011-10-31,527237896,991000,a
1836,1836,1981-06-17,212631806,1543000,d
1837,1837,2006-10-21,693032402,930000,a
1838,1838,1993-05-16,750036162,842000,d
1839,1839,1984-09-21,680724733,601000,p
1840,1840,1979-08-08,433628650,1104000,a
1841,1841,1998-03-09,249413677,1712000,a
1842,1842,2004-03-31,294385061,1367000,p
1843,1843,2002-10-07,119484736,1444000,a
1844,1844,2017-05-19,312367203,1991000,a
1845,1845,2015-08-26,124467940,323000,p
1846,1846,1988-03-15,156030847,1283000,p
1847,1847,2007-05-10,273801146,339000,a
1848,1848,1982-11-16,591794880,1695000,p
1849,1849,2011-02-27,472432470,1223000,p
1850,1850,2008-03-06,403388449,1881000,a
1851,1851,1990-02-07,477262979,1534000,a
1852,1852,1998-05-17,594628356,981000,d
1853,1853,1992-01-13,388824816,641000,a
1854,1854,1986-11-22,216753672,934000,d
1855,1855,2012-01-08,275142996,1747000,d
1856,1856,1996-01-20,307231695,1672000,d
1857,1857,1984-06-08,407270384,1849000,p
1858,1858,1990-03-12,579867362,438000,p
1859,1859,1987-07-16,535726738,995000,p
1860,1860,2004-03-13,403126226,442000,p
1861,1861,1994-09-24,216824063,774000,a
1862,1862,2004-02-24,363645371,635000,p
1863,1863,2017-08-04,660104089,1556000,d
1864,1864,1978-06-02,52667592,894000,p
1865,1865,1994-07-31,403612975,1909000,d
1866,1866,1982-01-05,456772146,1129000,p
1867,1867,1978-06-28,762012802,547000,d
1868,1868,2016-05-25,636404831,397000,a
1869,1869,2014-03-26,338207329,1185000,p
1870,1870,1997-04-19,528911213,257000,a
1871,1871,2000-08-03,449979662,765000,d
1872,1872,1984-11-25,448059581,334000,d
1873,1873,1979-07-22,537411540,1798000,p
1874,1874,1980-10-20,254350248,1409000,p
1875,1875,2008-10-24,689095371,1004000,p
1876,1876,1979-06-13,657202358,1231000,d
1877,1877,2002-12-28,767307183,1342000,a
1878,1878,1999-07-02,46161565,1141000,a
1879,1879,2003-12-19,411305960,1931000,p
1880,1880,1978-01-31,96863039,206000,p
1881,1881,1990-05-06,130841538,1121000,p
1882,1882,2009-11-17,491924330,710000,p
1883,1883,1985-03-04,253267756,501000,p
1884,1884,1982-08-05,492624153,893000,a
1885,1885,2005-10-08,560920023,223000,p
1886,1886,1992-06-17,256844528,1461000,a
1887,1887,1987-01-25,218864624,1222000,d
1888,1888,2000-08-01,103345465,1384000,p
1889,1889,2015-12-08,339962465,308000,d
1890,1890,1978-04-22,624197147,1093000,p
1891,1891,2010-05-04,399966926,512000,p
1892,1892,2014-02-10,388139622,1276000,p
1893,1893,2017-04-23,353806421,450000,p
1894,1894,2015-03-20,632666158,1476000,d
1895,1895,2014-05-07,122262735,903000,d
1896,1896,1988-09-29,469074478,581000,a
1897,1897,2002-11-15,216076085,1748000,d
1898,1898,1989-07-17,366566785,1833000,a
1899,1899,2000-12-23,110641668,737000,p
1900,1900,2016-01-07,66224719,281000,d
1901,1901,1993-01-12,158016114,979000,p
1902,1902,1997-03-11,699013162,439000,d
1903,1903,1993-05-25,366726407,678000,d
1904,1904,1979-11-24,362761929,534000,a
1905,1905,2000-08-08,651038202,1531000,a
1906,1906,2016-12-04,137028750,1038000,p
1907,1907,1992-02-28,407537735,976000,p
1908,1908,1999-01-17,502646662,449000,p
1909,1909,2003-05-08,618183238,340000,d
1910,1910,2015-04-16,69884355,1046000,p
1911,1911,1979-08-30,444058741,1077000,d
1912,1912,1993-03-17,543908775,1121000,a
1913,1913,2010-06-10,366409586,1035000,p
1914,1914,1987-06-26,694019755,345000,a
1915,1915,2006-11-17,246691356,1145000,a
1916,1916,2012-09-21,549095820,610000,d
1917,1917,1997-08-06,214086058,1409000,p
1918,1918,2015-08-15,528081149,753000,p
1919,1919,1980-04-03,427218601,1825000,p
1920,1920,1996-01-24,422157228,769000,p
1921,1921,1990-09-18,568956481,879000,p
1922,1922,2010-05-29,440306636,430000,p
1923,1923,1979-12-22,564145036,1505000,p
1924,1924,2013-09-10,612498153,1002000,a
1925,1925,1993-11-20,543598318,316000,d
1926,1926,2004-04-04,265232941,880000,d
